19,0,0,0,0,0,0
30,201,66,95,4,0,0
30,191,57,92,20,0,0
31,263,84,116,12,0,0
33,227,74,95,15,0,0
30,125,52,43,3,0,0
34,374,166,126,27,0,0
30,153,55,62,0,0,0
21,6,2,3,0,0,0
26,0,0,0,0,0,0
22,0,0,0,0,0,0
25,0,0,0,0,0,0
