760505847,237000000
309404152,300000000
200074175,245000000
448130642,250000000
73058679,263700000
336530303,258000000
200807262,260000000
458991599,250000000
301956980,250000000
330249062,250000000
200069408,209000000
168368427,200000000
423032628,225000000
89289910,215000000
291021565,225000000
141614023,225000000
623279547,220000000
241063875,250000000
179020854,225000000
255108370,250000000
262030663,230000000
105219735,200000000
258355354,225000000
70083519,180000000
218051260,207000000
658672302,200000000
407197282,250000000
65173160,209000000
652177271,150000000
304360277,200000000
373377893,200000000
408992272,200000000
334185206,200000000
234360014,210000000
268488329,200000000
402076689,200000000
245428137,210000000
234903076,215000000
202853933,200000000
172051787,170000000
191450875,200000000
116593191,200000000
414984497,200000000
125320003,200000000
350034110,190000000
202351611,190000000
233914986,200000000
228756232,190000000
65171860,195000000
144812796,105000000
90755643,200000000
101785482,190000000
352358779,195000000
317011114,185000000
237282182,185000000
130468626,185000000
223806889,180000000
140080850,140000000
166112167,200000000
137850096,200000000
47375327,176000000
124051759,180000000
291709845,180000000
154985087,178000000
533316061,185000000
292979556,175000000
198332128,175000000
318298180,140000000
73820094,170000000
113745408,170000000
102176165,145000000
161087183,175000000
100289690,175000000
100189501,178000000
88246220,175000000
150167630,175000000
356454367,175000000
362645141,175000000
312057433,200000000
155111815,170000000
241407328,180000000
208543795,170000000
38297305,175000000
259746958,170000000
238371987,165000000
93417865,190000000
222487711,165000000
189412677,165000000
665426,165000000
102315545,165000000
217387997,165000000
150350192,200000000
333130696,170000000
187991439,165000000
292568851,160000000
303001229,180000000
144512310,38000000
127490802,150000000
146405371,160000000
281666058,160000000
63143812,150000000
60655503,160000000
76846624,170000000
320706665,160000000
46978995,160000000
89732035,155000000
104383624,155000000
198539855,140000000
318759914,150000000
34293771,155000000
292000866,150000000
289994397,150000000
227946274,150000000
256386216,150000000
206456431,150000000
206435493,150000000
205343774,150000000
179982968,150000000
177243721,150000000
179883016,150000000
139259759,150000000
400736600,150000000
281492479,150000000
206360018,170000000
153629485,150000000
133375846,150000000
181015141,150000000
114053579,150000000
119420252,150000000
83640426,150000000
79711678,100000000
195000874,150000000
61937495,150000000
124051759,180000000
126597121,150000000
165230261,150000000
131564731,150000000
133382309,150000000
73103784,150000000
21379315,150000000
64459316,149000000
34964818,150000000
111505642,145000000
133228348,175000000
216366733,145000000
160201106,142000000
118099659,144000000
201573391,140000000
190418803,140000000
82161969,150000000
143523463,145000000
209364921,145000000
103400692,145000000
110332737,100000000
111110575,140000000
65007045,140000000
257704099,150000000
403706375,139000000
176997107,145000000
31141074,140000000
31704416,135000000
107503316,130000000
129734803,140000000
132122995,137000000
122512052,130000000
68642452,130000000
32131830,137000000
176636816,140000000
126930660,135000000
93926386,150000000
292298923,120000000
63992328,135000000
134518390,150000000
52792307,140000000
183635922,135000000
83024900,135000000
123207194,135000000
83348920,132000000
227137090,110000000
215395021,130000000
180191634,130000000
424645577,130000000
292298923,120000000
177343675,135000000
234277056,132000000
138396624,130000000
149234747,130000000
118311368,110000000
101160529,125000000
77564037,135000000
249358727,130000000
49551662,130000000
60522097,130000000
137748063,127500000
113733726,127000000
148337537,130000000
317557891,125000000
33592415,130000000
305388685,140000000
337103873,125000000
217536138,125000000
131536019,103000000
214948780,110000000
209805005,125000000
186830669,125000000
163192114,125000000
119412921,65000000
32694788,85000000
113165635,125000000
107285004,125000000
260031035,123000000
186739919,125000000
215397307,125000000
182618434,140000000
131920333,130000000
124976634,120000000
115802596,110000000
108521835,120000000
100685880,120000000
126464904,130000000
64736114,120000000
93050117,115000000
57637485,105000000
58607007,100000000
43929341,120000000
30212620,120000000
76418654,117000000
89021735,120000000
380262555,113000000
310675583,115000000
289907418,115000000
132550960,120000000
474544677,115000000
187165546,135000000
40911830,115000000
47952020,115000000
190871240,125000000
274084951,100000000
67155742,116000000
81638674,135000000
56114221,120000000
250863268,110000000
155181732,110000000
125332007,110000000
113330342,110000000
125531634,110000000
